Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.3,q8.4,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.14,q8.15,q8.16,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.10,s13a.j.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
5294,230,Deodorant J,0,6,1,3,1,2,1,2,2,1,5,3,5,5,3,4,4,5,1,1,5,2,5,5,3,4,5,4,3,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,3,1,3,5,2,4,3,2,6,3,3,0,0,1
5295,230,Deodorant J,0,5,0,5,4,2,2,4,2,3,5,1,3,5,5,5,5,5,1,5,1,1,4,5,5,5,5,3,3,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,2,1,4,2,1,4,2,4,4,2,1,0,0,4
5296,230,Deodorant J,1,1,2,3,2,4,3,4,4,1,5,5,3,4,4,5,4,5,2,2,4,3,4,5,2,5,5,2,4,1,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,5,3,1,3,6,5,2,4,3,4,7,2,2,0,0,1
5297,230,Deodorant J,0,5,1,5,3,1,2,5,4,1,5,5,4,1,5,2,3,4,3,4,4,2,1,2,3,3,5,5,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,1,2,4,9,6,4,3,3,3,2,1,0,0,3
5298,230,Deodorant J,1,1,1,3,5,4,5,2,5,2,4,5,4,4,5,4,3,4,2,4,5,4,4,4,2,1,5,4,4,2,1,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,3,3,7,7,3,4,2,2,4,2,2,0,0,3
5299,230,Deodorant J,1,2,1,3,2,4,3,4,5,1,5,3,3,5,4,1,3,5,5,3,4,3,3,4,4,5,1,4,3,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,3,3,3,8,6,4,1,4,5,2,1,0,0,5
5300,230,Deodorant J,1,1,1,3,1,3,4,2,3,1,4,3,4,4,3,1,5,5,5,3,4,3,3,2,3,5,5,2,5,5,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,4,1,2,1,2,3,2,4,2,2,5,3,1,0,0,4
5301,230,Deodorant J,0,6,0,4,1,4,5,4,4,1,2,3,3,4,1,1,2,4,3,4,5,3,3,1,1,4,1,5,1,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,1,3,3,6,8,7,4,2,3,8,2,4,0,0,6
5302,230,Deodorant J,0,6,0,3,2,2,4,2,4,3,5,4,5,4,4,2,4,5,1,4,5,2,3,4,3,2,4,3,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,2,2,4,10,6,4,3,3,5,2,4,0,0,5
5303,230,Deodorant J,1,2,1,3,3,5,3,1,5,1,5,2,3,2,5,4,2,4,2,5,3,2,2,4,4,5,4,5,2,1,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,5,5,3,2,7,8,3,4,1,3,2,1,1,0,0,2
5304,230,Deodorant J,0,5,1,3,2,1,5,3,5,2,5,2,5,4,1,4,3,4,4,5,5,4,3,4,4,4,3,4,4,1,1,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,3,1,1,2,7,4,1,2,10,2,2,0,0,6
5305,230,Deodorant J,0,5,3,3,1,5,4,1,4,4,2,3,5,1,4,4,1,4,2,5,4,4,2,5,5,4,4,5,2,0,0,,,,0,0,1,,,0,0,0,0,,,,,0,0,,5,1,1,3,1,9,7,4,2,4,4,1,1,0,0,2
5306,230,Deodorant J,0,5,1,3,2,2,3,1,2,5,4,5,5,5,5,5,5,5,2,3,4,4,1,2,2,5,1,3,2,1,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,5,3,1,3,6,7,5,4,3,4,5,2,1,0,0,5
5307,230,Deodorant J,0,5,1,3,3,5,5,5,5,1,5,5,3,4,5,4,2,5,1,4,3,4,1,4,4,4,3,5,3,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,3,4,2,3,6,7,5,4,1,3,5,2,1,0,0,1
5308,230,Deodorant J,0,7,0,4,2,5,3,3,4,1,5,4,1,3,2,4,4,5,1,4,4,2,3,4,1,5,5,5,4,4,1,,,,0,0,0,,,1,0,0,0,,,,,0,0,,5,1,2,3,6,4,5,4,1,4,3,1,1,0,0,6
5309,230,Deodorant J,0,7,0,5,1,3,2,2,3,1,3,5,5,4,3,1,5,5,1,4,4,5,3,4,4,5,4,5,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,3,1,6,10,7,4,3,3,7,2,6,0,0,2
5310,230,Deodorant J,0,5,1,3,2,2,5,1,4,2,5,4,5,4,3,3,5,4,4,5,3,3,3,5,2,1,4,5,4,4,0,,,,0,0,1,,,0,0,1,1,,,,,0,0,,3,3,2,1,2,10,5,4,1,4,3,1,2,0,0,2
5311,230,Deodorant J,1,1,1,5,2,5,5,2,5,2,4,5,4,4,1,1,5,5,4,3,4,2,4,3,4,5,5,4,4,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,5,1,3,3,5,6,2,4,1,2,3,1,1,0,0,6
5312,230,Deodorant J,1,1,1,3,4,2,5,3,5,2,5,4,5,5,5,2,5,3,2,4,2,2,3,5,3,4,5,4,1,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,1,2,5,10,1,4,1,2,2,2,5,0,0,2
5313,230,Deodorant J,0,5,1,4,1,5,3,4,2,2,5,5,5,4,5,2,5,5,1,3,2,1,2,4,3,5,4,4,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,1,3,1,6,7,2,4,1,2,5,2,1,0,0,2
5314,230,Deodorant J,0,5,1,5,3,1,5,3,5,2,5,5,5,5,1,2,2,3,4,3,2,3,1,3,4,5,5,1,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,2,3,3,3,7,5,4,1,4,2,3,2,0,0,2
5315,230,Deodorant J,0,6,1,3,5,1,5,1,3,1,4,3,3,5,1,3,5,4,1,4,2,2,2,4,1,4,3,4,3,3,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,5,2,3,3,5,10,4,4,4,3,4,1,1,0,0,3
5316,230,Deodorant J,0,6,0,3,5,1,2,2,3,2,4,5,4,3,1,1,2,5,3,3,1,4,2,5,1,4,5,4,1,0,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,5,2,3,3,6,5,3,4,1,4,2,3,1,0,0,1
5317,230,Deodorant J,1,3,1,3,1,4,4,1,1,1,3,1,5,5,5,3,4,4,2,5,5,1,1,3,4,4,5,1,1,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,1,3,6,2,5,4,1,2,2,2,1,0,0,5
5318,230,Deodorant J,1,2,2,3,2,5,4,4,1,2,5,4,3,2,5,3,4,2,4,4,1,5,4,2,3,3,3,4,5,0,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,3,3,2,6,10,3,4,1,3,10,1,6,0,0,2
5319,230,Deodorant J,1,3,1,3,4,4,5,1,1,1,5,5,5,4,1,1,4,5,2,4,4,2,3,4,4,3,5,4,3,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,3,2,3,5,10,3,4,1,3,3,3,1,0,0,3
5320,230,Deodorant J,0,6,2,5,2,4,2,2,5,1,2,5,4,5,5,5,4,4,1,4,5,2,5,5,5,5,5,4,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,3,2,2,6,10,2,4,3,3,4,2,2,0,0,3
5321,230,Deodorant J,0,5,2,3,2,4,1,3,4,1,2,3,3,5,5,4,5,4,1,5,1,1,3,2,3,5,5,4,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,5,2,1,3,8,5,4,1,2,3,2,1,0,0,2
5322,230,Deodorant J,0,7,1,3,5,4,5,5,3,3,5,5,1,2,3,4,4,5,1,5,4,1,4,2,3,4,3,1,3,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,2,3,6,6,3,4,5,3,2,2,1,0,0,3
5323,230,Deodorant J,0,5,0,4,1,2,5,1,2,4,5,5,5,4,2,2,2,4,3,1,4,5,4,2,5,1,5,2,4,2,0,,,,0,0,1,,,0,0,0,0,,,,,0,0,,4,1,3,2,6,3,2,4,1,3,6,2,5,0.5,0,3
5324,230,Deodorant J,1,1,0,3,1,4,3,2,2,2,5,4,5,4,4,4,4,4,2,3,3,1,2,1,3,1,3,5,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,1,1,7,7,2,4,2,4,3,2,6,0,0,2
5325,230,Deodorant J,0,6,3,4,5,4,5,2,3,3,2,1,3,5,5,1,5,5,1,5,3,5,1,3,5,5,1,4,3,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,3,3,5,4,2,4,1,2,8,1,2,0,0,1
5326,230,Deodorant J,0,6,0,3,4,4,1,2,5,2,4,5,5,1,5,2,1,4,4,4,4,1,3,5,4,1,4,4,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,3,3,5,6,7,4,1,3,3,2,2,0,0,1
5327,230,Deodorant J,0,7,0,5,1,1,3,3,3,2,4,5,2,1,5,2,5,5,1,5,4,3,4,1,2,5,4,1,2,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,3,1,7,7,5,4,1,4,4,2,1,0,0,3
5328,230,Deodorant J,0,7,3,3,4,5,1,1,4,2,1,1,4,5,5,5,5,5,3,5,5,4,2,3,2,4,5,2,5,3,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,1,4,1,1,5,8,7,4,3,4,8,1,1,0,0,4
5329,230,Deodorant J,1,2,2,3,3,3,3,1,1,1,5,2,2,4,2,4,3,2,2,5,4,2,2,2,4,4,5,1,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,3,5,7,2,4,5,2,4,2,3,0,0,4
5330,230,Deodorant J,0,5,0,3,5,5,4,2,5,3,4,1,4,1,5,2,5,3,2,1,3,2,4,3,3,1,3,3,5,3,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,5,2,1,3,6,4,2,4,1,4,5,2,1,0,0,1
5331,230,Deodorant J,1,4,1,4,5,4,2,5,2,1,4,5,4,5,4,1,5,4,3,3,2,5,1,5,4,4,5,5,4,-1,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,4,3,3,3,6,4,2,4,1,2,3,2,1,0,0,3
5332,230,Deodorant J,0,6,0,3,4,4,4,3,4,1,4,5,5,5,2,1,2,4,1,4,3,2,3,4,4,4,4,1,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,2,3,7,9,3,4,2,2,8,2,7,0,0,5
5333,230,Deodorant J,1,3,0,2,5,4,3,2,3,1,5,5,3,4,5,2,2,5,1,5,2,3,1,5,3,5,3,4,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,2,1,7,9,7,4,5,2,4,3,2,0,0,5
5334,230,Deodorant J,0,6,2,3,4,2,5,1,3,1,5,5,4,3,5,4,5,4,1,5,4,3,1,3,2,4,5,2,5,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,4,3,3,6,7,3,4,3,4,2,2,2,0,0,1
5335,230,Deodorant J,1,2,1,5,1,5,4,1,4,1,4,5,5,2,4,4,5,5,1,4,4,1,3,5,2,5,3,3,3,2,0,,,,1,0,0,,,0,0,0,0,,,,,1,0,,4,1,3,3,7,7,2,4,1,3,8,1,1,0,0,1
5336,230,Deodorant J,1,1,2,3,1,4,5,1,5,1,3,2,2,5,1,4,4,4,4,3,5,5,1,3,2,1,4,3,2,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,2,3,3,5,7,2,4,3,5,2,2,1,0,0,2
5337,230,Deodorant J,0,5,0,3,3,5,1,2,4,1,5,1,3,2,4,2,5,5,2,3,3,4,2,4,2,2,3,5,5,3,0,,,,0,0,0,,,0,1,0,0,,,,,0,0,,1,4,3,3,7,7,5,4,1,3,5,1,1,0,0,4
5338,230,Deodorant J,0,6,1,3,5,2,1,2,2,1,5,4,4,5,5,3,5,5,3,5,3,1,4,3,2,4,5,4,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,1,3,7,10,1,4,1,3,8,1,1,0,0,2
5339,230,Deodorant J,0,6,1,3,2,4,5,5,3,5,2,3,5,5,1,5,1,3,1,4,5,2,5,3,4,5,2,5,4,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,5,1,1,1,6,8,2,4,1,2,5,2,1,0,0,3
5340,230,Deodorant J,0,6,2,3,2,1,5,2,4,2,4,3,5,5,3,4,4,3,5,5,4,4,3,2,2,3,3,4,2,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,1,2,3,6,7,2,4,1,2,2,1,1,0,0,2
5341,230,Deodorant J,0,6,1,3,1,4,4,4,4,1,4,1,4,3,4,4,3,4,5,3,3,1,4,4,3,2,4,4,1,5,0,,,,0,0,0,,,0,1,0,0,,,,,0,0,,5,2,1,1,3,8,5,4,1,3,3,1,1,0,0,1
5342,230,Deodorant J,1,3,1,3,2,4,5,2,4,2,4,5,2,1,3,3,5,5,1,3,5,5,2,5,3,4,3,3,1,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,3,3,1,5,2,4,1,4,5,2,1,0,1,1
5343,230,Deodorant J,0,5,0,3,1,3,4,1,3,2,5,4,4,5,4,5,4,5,1,5,4,1,1,2,4,2,3,5,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,5,3,3,5,7,7,4,1,6,7,2,2,0,0,4
5344,230,Deodorant J,1,4,1,3,2,5,3,2,5,1,3,4,1,4,3,2,4,4,2,3,3,1,2,1,1,4,4,3,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,1,1,3,7,10,1,4,1,3,8,2,5,0,0,6
5345,230,Deodorant J,0,5,2,2,5,4,4,1,4,1,4,5,4,2,3,4,2,5,3,5,2,2,3,2,2,5,1,4,1,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,5,1,1,6,10,5,4,2,2,3,2,1,0,0,3
5346,230,Deodorant J,0,6,0,3,2,4,5,2,4,3,4,4,5,5,5,3,3,2,1,4,5,4,3,2,1,3,3,3,5,2,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,1,1,2,6,7,3,4,1,3,4,2,3,0.5,0,4
5347,230,Deodorant J,0,6,1,3,4,5,1,2,1,1,5,1,5,3,5,3,2,5,3,4,3,1,1,4,4,3,5,5,1,3,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,2,2,3,7,7,5,4,1,2,5,2,2,0,0,1
5348,230,Deodorant J,0,5,0,3,1,1,3,1,2,2,5,5,5,4,4,4,1,3,1,2,1,2,2,4,4,5,5,4,1,3,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,5,3,3,2,7,7,6,4,1,3,4,1,1,1,0,1
5349,230,Deodorant J,0,6,0,3,4,1,3,3,4,2,2,4,2,4,5,1,3,4,1,3,4,5,2,4,4,3,4,3,1,2,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,2,2,1,2,6,8,2,4,4,3,4,1,1,0,0,6
5350,230,Deodorant J,0,7,1,3,1,5,4,4,3,1,5,5,3,4,5,3,4,4,1,4,4,2,3,3,4,4,3,4,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,1,3,2,3,10,7,4,1,2,3,1,2,0,0,2
5351,230,Deodorant J,1,3,2,3,2,2,3,3,3,4,5,1,2,1,2,5,2,5,1,5,5,4,1,4,3,4,2,5,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,1,1,5,9,2,4,1,4,2,2,2,0,0,2
5352,230,Deodorant J,0,7,1,2,1,5,4,3,1,1,4,4,3,5,3,5,5,4,2,5,4,5,1,5,2,4,3,4,5,-1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,3,1,6,3,2,4,1,3,8,1,2,0,0,6
5353,230,Deodorant J,0,6,3,3,4,4,1,2,5,3,5,3,5,5,2,1,3,4,1,4,4,4,3,1,4,5,4,4,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,2,3,6,10,2,4,2,4,9,2,1,0,0,5
5354,230,Deodorant J,1,2,0,3,3,5,1,1,3,5,4,5,5,5,3,1,4,3,4,5,3,2,2,1,2,5,3,3,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,3,1,1,6,2,4,1,2,3,1,1,0,0,4
5355,230,Deodorant J,0,6,0,3,2,1,4,2,2,3,2,5,3,5,3,4,4,4,3,5,5,5,3,5,5,4,1,5,4,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,1,3,5,5,7,4,1,3,6,2,2,0,0,5
5356,230,Deodorant J,1,1,0,3,1,2,3,1,5,4,5,5,2,5,3,1,4,5,4,4,3,1,2,5,3,5,1,1,1,0,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,4,4,3,2,4,10,2,4,3,4,10,2,1,0,0,4
5357,230,Deodorant J,0,6,0,3,4,3,5,1,4,2,4,4,5,5,5,3,4,1,3,5,4,1,3,4,2,3,5,3,3,0,1,,,,0,0,0,,,0,0,0,1,,,,,0,0,,1,2,2,3,6,6,4,4,1,2,10,2,1,0,0,6
5358,230,Deodorant J,0,5,1,3,1,4,4,1,3,3,4,2,4,4,5,2,1,3,4,4,5,5,4,2,5,4,4,2,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,3,1,1,10,7,4,1,4,5,1,1,0,0,2
5359,230,Deodorant J,0,6,2,4,1,5,2,5,4,5,1,2,3,4,4,5,4,5,3,3,1,2,4,3,4,3,4,3,2,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,3,1,2,6,2,4,1,3,4,2,1,0,0,3
5360,230,Deodorant J,0,5,0,2,1,5,5,1,4,2,5,3,3,4,4,3,4,4,2,5,2,1,3,2,1,4,3,4,5,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,4,3,3,2,7,6,4,1,5,5,1,1,0,0,2
5361,230,Deodorant J,1,4,0,3,2,5,2,1,4,5,5,4,3,3,5,5,2,5,1,5,5,1,2,1,5,5,5,2,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,1,3,5,1,3,4,1,4,5,2,1,0,0,4
5362,230,Deodorant J,0,5,0,3,5,3,3,3,3,2,5,4,5,4,5,2,3,5,2,3,4,2,2,2,3,4,5,5,3,5,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,1,2,4,8,6,4,2,3,6,1,1,0,0,5
5363,230,Deodorant J,0,7,1,3,5,5,3,1,5,2,1,4,5,3,5,2,5,5,4,5,3,2,5,4,1,5,5,3,3,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,2,2,3,2,10,2,4,1,3,5,1,2,0,0,1
5364,230,Deodorant J,0,6,1,3,1,4,1,5,3,1,3,2,3,4,4,3,4,5,1,4,2,1,1,2,4,3,3,5,1,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,5,1,1,4,4,2,4,1,2,4,1,1,0.25,0,4
5365,230,Deodorant J,0,5,2,3,1,1,3,2,3,4,3,3,3,5,4,5,5,2,2,5,5,4,1,5,4,4,2,3,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,3,1,3,6,8,5,4,3,3,4,1,1,0,0,2
5366,230,Deodorant J,0,6,2,3,5,4,4,2,5,1,5,5,5,4,4,3,4,1,1,5,1,4,1,1,4,5,3,3,4,1,1,,,,0,0,1,,,0,0,0,0,,,,,0,0,,4,3,2,2,4,5,5,4,1,2,6,2,1,0,0,3
5367,230,Deodorant J,0,6,1,3,2,3,4,1,4,5,3,2,5,3,4,3,4,4,3,5,5,5,4,2,1,5,5,1,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,2,2,3,6,9,6,4,1,5,3,1,1,0,0,6
5368,230,Deodorant J,0,6,1,3,3,3,5,3,5,1,1,4,5,4,1,2,5,4,4,4,1,2,1,2,5,4,4,4,1,0,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,5,4,2,1,6,8,2,4,1,4,7,2,1,0,0,5
5369,230,Deodorant J,0,7,2,4,5,3,4,5,3,3,3,1,5,4,3,1,4,3,2,4,4,4,2,4,5,5,2,3,4,1,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,4,1,1,3,2,10,2,4,2,4,4,2,2,0,0,4
5370,230,Deodorant J,0,5,1,3,5,5,2,2,5,3,4,5,3,5,5,1,4,3,1,5,3,4,3,4,2,3,4,5,1,1,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,5,5,3,1,6,9,2,4,1,3,7,2,1,0,0,4
5371,230,Deodorant J,0,7,0,4,4,4,4,1,1,2,4,5,5,4,3,1,5,4,5,4,4,1,5,3,2,3,2,3,5,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,3,6,3,5,4,1,3,3,2,1,0,0,2
5372,230,Deodorant J,0,5,1,4,5,1,3,1,4,2,4,3,2,3,4,1,4,5,1,3,4,1,4,4,4,4,4,3,3,2,1,,,,0,0,1,,,1,0,0,0,,,,,0,0,,4,5,2,2,6,2,2,4,1,5,4,2,1,0,0,5
5373,230,Deodorant J,0,6,2,3,3,5,5,1,3,1,4,4,4,4,5,2,3,3,2,2,4,1,4,1,1,5,2,5,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,3,1,6,10,2,4,5,5,3,2,1,0,0,6
5374,230,Deodorant J,0,6,0,3,5,3,3,2,5,2,5,4,4,5,5,3,4,1,3,4,2,5,2,1,5,1,5,4,3,-1,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,4,1,3,3,5,7,2,4,1,3,2,1,1,0,0,4
5375,230,Deodorant J,0,6,2,3,3,1,5,2,4,4,2,5,5,2,4,4,3,3,1,2,3,1,1,4,3,4,3,4,4,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,1,3,2,5,7,2,4,1,4,2,2,1,0,0,4
5376,230,Deodorant J,0,6,2,3,4,3,2,2,2,2,5,3,4,4,4,2,5,5,1,2,4,2,2,4,3,5,4,2,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,5,1,3,2,6,8,1,4,1,3,5,2,1,0,0,6
5377,230,Deodorant J,0,6,2,4,1,4,5,2,3,1,3,5,1,4,4,4,4,4,3,4,1,2,2,3,4,4,3,2,5,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,4,3,1,5,8,2,4,1,2,2,2,1,0,0,4
5378,230,Deodorant J,1,4,0,5,5,2,2,3,4,2,4,5,5,4,4,3,5,5,1,4,5,1,5,1,5,4,2,4,2,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,1,3,7,5,4,4,3,4,2,1,1,0,0,1
5379,230,Deodorant J,0,7,1,5,2,3,5,1,4,2,4,3,5,1,4,4,4,5,1,4,4,5,3,1,1,5,5,1,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,2,3,1,3,3,2,4,2,2,6,2,1,0,0,6
5380,230,Deodorant J,0,6,0,4,4,5,5,1,3,2,5,5,3,5,2,1,4,3,1,4,3,2,5,1,4,1,4,1,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,1,1,5,5,2,4,1,4,4,1,2,0,0,2
5381,230,Deodorant J,1,3,1,3,1,4,5,5,2,1,3,4,4,4,1,4,1,5,4,5,4,2,5,4,1,4,4,5,5,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,3,3,6,1,1,4,1,3,4,2,1,0,0,4
5382,230,Deodorant J,1,4,1,4,3,4,5,2,3,3,2,2,5,4,5,1,4,4,1,5,1,5,4,5,5,5,3,2,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,2,1,1,4,9,5,4,2,4,5,2,1,0,0,6
5383,230,Deodorant J,0,5,4,5,5,5,4,1,4,2,4,4,2,5,4,2,3,4,1,4,3,2,4,3,4,4,4,5,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,2,2,2,5,8,3,4,4,2,2,2,1,0,0,6
5384,230,Deodorant J,0,5,2,4,5,4,5,2,4,2,2,4,2,5,3,3,3,2,4,2,4,1,1,5,1,4,5,3,4,5,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,2,3,1,9,7,4,3,3,3,1,1,0,0,2
5385,230,Deodorant J,0,5,0,3,1,4,4,2,5,1,5,3,4,4,5,4,5,1,3,5,5,1,2,5,4,4,5,5,4,2,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,5,5,2,1,5,10,5,4,2,3,3,1,1,0,0,2
5386,230,Deodorant J,0,6,2,3,1,4,4,3,4,4,4,5,4,5,2,1,4,4,5,4,4,4,5,2,4,4,3,4,4,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,3,4,1,3,1,6,2,4,1,4,4,2,2,0,0,3
5387,230,Deodorant J,0,6,2,5,3,5,3,1,5,2,5,5,4,1,5,1,5,3,1,4,3,4,1,5,3,2,1,2,3,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,1,2,5,9,5,4,1,4,2,1,1,0,0,4
5388,230,Deodorant J,0,5,1,4,3,5,4,1,1,1,5,4,3,3,5,2,4,4,1,4,5,2,4,4,4,1,5,2,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,3,1,5,10,2,4,3,3,5,2,2,0,0,1
5389,230,Deodorant J,0,7,0,3,1,3,2,2,5,3,4,4,5,4,1,5,3,4,1,4,3,1,5,1,4,2,3,4,4,0,1,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,2,2,3,8,2,4,1,3,3,2,1,0,0,1
5390,230,Deodorant J,0,6,1,4,4,4,2,4,4,1,5,4,2,2,4,2,4,4,4,3,2,5,1,3,4,5,3,4,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,1,3,3,3,8,3,4,2,4,7,2,1,0,0,4
5391,230,Deodorant J,1,2,1,4,1,5,1,3,5,2,4,2,5,4,5,4,5,4,1,4,2,1,5,3,2,3,5,4,2,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,5,3,1,4,7,2,4,2,3,5,2,1,0,0,2
5392,230,Deodorant J,0,5,1,4,1,5,1,2,4,3,3,4,1,2,4,2,2,5,2,2,4,1,2,3,4,2,3,2,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,1,1,7,9,7,4,5,5,6,1,1,0,0,4
